review,sentiment
number lie people voted film say great deal standing one intuitively insightful comedian late th century know work bill hick alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two film explain first see talent obvious start knew bill hick always say funny also unique film also show quality material challenging many entertainment industry drinking also contributed career problem less evident film second film complete performance never seen heard bill hick wonderful introduction person dark intelligent humor especially due fact topic almost year old yet remain ironically date underlined fact many event took place first president bush br br watching together first biography performance make aware greatly talented young man quickly life passed american medium sometimes act great big homogenizer let make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful year death people imdb say something film seen hope understand people listening bill hick,1
movie full pseudo deep thoughtfulness cloying writerly ness includes canned ham voice unbelievable dialogue dialogue tinny tone deaf way spike sometimes always writing certain character like nonsense film like piece april one hour photo another one br br said comment nothing ryan gosling shown awesome chop believer film prof movie director medium movie rotten fair say fault lie actor,0
saw picture would like secure dvd film greatest adventure time like epic still entertainment marvel b w get sense real bonded friendship chemistry actor performance sam jaffe eduardo cianelli outstanding could done today particularly liked ending colonel recites end kipling poem body gunga din tell untouchable better man gunga din make movie character today cast member still alive today joan fontaine,1
star rating saturday night friday night friday morning sunday night monday morning br br alice defeated freddy end last film trying adjust life unborn child carrying demonous presence freddy trying come world br br interesting note director got big break directing freddy film charles russell eraser mask renny harlin long kiss goodnight cutthroat island cliffhanger die hard stephen hopkins lost space predator russell harlin made good job hopkins imo made something podge entry quickly forgotten br br story clearly stretched far go freddy ludicrously father ridiculous looking demon baby even hour half get rather tiresome course scary br br bon appetit bitch catch phrase memorable point wise forgettable entry,0
well hoping heard wrong film big fan ruggero deodato really want see slip unfortunately giallo styled supernatural load nonsense bad lead believe would pretty terrible plot work film attempt blend murder supernatural theme telephone feel forced silly furthermore plot make much sense ask point numerous time throughout movie plot focus young woman living apartment block terrorised telephone best thing movie undoubtedly presence beautiful english actress charlotte lewis unfortunately good point pretty much stop handful death scene gory incredibly stupid one see someone get killed coin stick especially respect overall really recommend anyone non deodato fan unlikely impressed deodato fan likely find film depressing avoid,0
must admit one lou costello film actually saw theater seen v must admit lou really enjoyable get girl first time seeing dorothy provine perform course fell love like many others day seen work done enjoyed one performance great race one reason bought disc first place br br every comment movie tell one movie lou costello bud abbott true lou lived would made many really good job rely old routine get laugh one sorry little man patterson n j get chance br br hope come dvd time add comedy sci fi collection,1
may worst movie ever produced worst plot worst acting worst special effect prepared want watch way get enjoyment light match burn tape knowing never fall hand sane person,0
thing never understand underwear come pack three clearly thats enough example similarly never understand film brilliant approach film expecting actual movie might well approaching satan expecting hug although may well possible greet film satanic figure take pitch instance ineffectual camp unhellish portrayal devil since freddy mercury wayne sleep joined force create ten foot satan costume red body paint horn covered condom however create hilarious moment film ever seriously understatement applied every character bar little girl act sickly innocent probably overcompensating serious crime part santa inter space recon station real chance could avoided long put simply seen movie cannot consider serious buff achingly funny characterisation acting concept almost radar racism make must see film date pure laughter,1
okay fan nightmare series everyone say worst seen freddy revenge wtf worst movie pretty decent stick freddy story cool daughter etc etc br br found excited remember saw dvd box set instantly skipped sequence quite lot though like lisa zanes hand dream demon freddy claw lezlie dean holding knife lisa zane baseball bat doc hand freddy head exploding br br truly loved movie wish whole movie last minute br br way minute ten,1
men love police movie filled action shooting chase etcetera br br boy let watching short unsatisfying movie seen hostage bank surrounding yet bad guy shoot multiple officer innocent people simply stay line fire without getting hit due kevlar br br shot hundred shot going back bank dumb hostage lock safe door bad guy went stupid director think br br okay shot fake documentary good seeing film got thought police get decent shooting course many cop swat real long break truly bad,0
think great many viewer missed entirely fact obviously parody western film br br bad movie clever tongue cheek take western believe film taking seriously moment br br make film even unique fact centered around strong beautiful woman two black one asian mexican hispanic character br br usual western woman tough draw fast shoot straight br br tough even bartender shaking pours whiskey br br plot move story along typical western vein shot brother gonna get western woman sister shot vengeance gang br br go round old crony bank robbing day br br one maria really interested avenging rachel sister motived fact gold jewelry hidden town headed br br couple scene quite make sense interfere much ignored wondered film could use little tightening well made film failed find audience recognized br br disappointment lesbian film villain heroine one obviously straight others sexual orientation never disclosed br br star,1
everything film terrible start film pretty good cast find impossible make great cast biggest disaster gangster film genre ever sound track like one bad slap stick comedy music whole film started get quite irritating br br please please please please please inflict disaster hurt,0
bill rebane capture bigfoot one awful horror movie ever made greedy sawmill owner harvey olsen richard kennedy decides want bigfoot captured cost however local game ranger dave garrett stafford morgan learns bigfoot used live peace upset geological expedition set protect creature nothing even remotely interesting piece crap film extremely dull filled horrible song cheap special effect gore suspense gigantic boredom avoid horrible junk like plague,0
never seen first road house guess movie might get one star even make star movie matter really surprised relatively high rating currently br br reality able finish movie painful went wrong least obvious way pretty much parallel original exactly even though original plot still referenced really make sense work also acting weak never felt like movie yet felt like watching people act even good actor like busey work probably due screenplay maybe awkward editing strangest thing movie feel like mid b movie yet made sure often seems happen sequel reason music look whole overall feel reminds movie saw year ago cinemax late night strangest thing also expecting ja rule come point often reminds current movie rapper actor br br irritating thing love interest girl character seems like total rip lois lane character smallville also quite annoying let forget fakest sounding southern accent heard since walk line realize common place movie accent would work better attempting sound like universal hick place tv anyone southern state ky wv sound exactly sure people desert town az sound like people southeastern state mile away wearing thin year ago b movie technique came writer director make decision br br bottom line would truly recommend fan road house like good movie also seen yet spoil seeing version first original road house one accidental classic people love watch unexpected success like american graffiti dazed confused recently office space fast furious first one napolean dynamite spoil br br never made sequel road house high budget version right actor director sure never top original ex bad news bear longest yard etc least right presentable case example mentioned make low budget network self production road house criminal,0
may academy award admittedly pretty cheesy much fun nothing make smile like bill ted lovable optimistic hilarious bill ted great way unwind br br although love excellent adventure bogus journey funnier death flippin hilarious bill ted even endearing people give grief loving movie really pretentious movie watcher say even bit entertaining like probably also fan wayne world dude car dumb dumber admit though foolish make grin turn tickle box watch kick giggle,1
take place harlem black owned nightclub deal gangster corrupt policeman br br terrible vanity project eddie murphy try mix comedy drama fails comedy simply funny drama boring badly acted think film three comedy legend eddie murphy redd foxx richard pryor would great nonstop swearing opening scene young boy shooting man death shown ok also beautiful della reese degraded playing madam one comedic highlight long unfunny terribly vicious fight murphy boring offensive stupid mess worst murphy movie pretty close way,0
running man along total recall favorite schwarzenegger movie meant acting script even par arnie movie like predator terminator submit idea behind movie one coolest ever hit big screen state sponsored game show criminal convicted serious crime compete heroic stalker armed kind weapon runner equipped none order satisfy public lust sport blood ultimate prize winning runner freedom rule claim br br movie top gory death scene cheesy one liner really lot say someone else pointed commentary culture government presented movie go suffice say look beyond seemingly silly feel movie enjoy much especially big sf fan lot imagination like said trying serious art film surprisingly layered shoot em flick premise borrowed richard bachman aka stephen king short novel diverges fairly strongly source material especially towards end book end rather nihilistically needless say movie enjoyed like movie better br br favorite line guess caused steroid,1
read review found comparison movie v real life eg take get music school britney bashing etc etc let focus movie message br br rated movie age range year family movie average adult male br br like pop rock music know britney spear never realised actually sang stronger read credit review recognise poster wall worried self promotion br br watch movie entertained care casting lighting producer director etc movie entertain br br watched movie message world greatest epidemic low self esteem whole story watched message mind area interest movie light bright breezy great kid found texan twang began fade throughout movie course many way convey give give message yeh bit predictable great message though br br movie great family movie bloke watching get hannibal,1
original le visiteurs original hilarious interesting balanced near perfect lv must candidate worst first sequel really good film lv everyone keep shouting gag work first repeated another time vague hope eventually become funny lv horrible parody lv except course parody inventive loved lv see film see lv,0
strange fate people looking discount bin dvd retailer came across copy deadly instinct collector film either sci fi horror featuring alien monster decided buy mention fact cost five dollar  bargain believe viewing came opinion nothing special research internet discovered film actually called breeder remake tim kincaid horror flick menaced video store mid already seen appreciation deadly instinct grew following discovery br br meteorite crash lawn next private girl college sole teacher ashley played todd jensen  right guy get turned cyborg cult flick cyborg cop four year earlier notice student beginning disappear encountering black haired woman scarred face wearing kinky leather outfit investigation reveals alien creature hitched ride meteorite come earth breed using local womenfolk along local detective belief responsible disappearance ashley try stop monster br br original breeder directed tim kincaid would leave genre make gay porn sci fi horror film actually thinly veiled soft core porn film designed take skin flick genre fan belief one worst film made anyone would want remake quite mystery br br remake actually better effort low budget source film take basic concept alien monster trying interbreed human woman eliminates pornographic element fact film actually tame sex scene nudity even shower scene swearing violence kept minimal level gore may cheat gorehounds make remake film safe whole family kid scared alien monster brings film rating seems bit much br br tameness subject matter aside film fault script featuring good characterization number hole big crash meteor br br mad come review needed bad pun remain interesting br br anyway film setting one problem script failed fix  film set boston building look like belong boston something architecture right another thing college rather large building housing twenty student female course one class  art teacher relationship student janitor somehow escape attention principal mention cop one dimensional stupid real boston pd would good case ever decided sue oh meteor well chance meteor sent saturn check opening credit reach earth onboard propulsion astronomical include chance passenger meteor survive landing br br far acting go todd jensen give dependable performance heroic teacher late kadamba simmons murdered boyfriend shortly film came cut striking figure leather outfit well proving act visual effect run mill credit due filmmaker bringing u cool looking monster,0
admittedly parsifal opera appeal everyone although favourite mine knappertsbusch particular syberberg entire approach static whenever music suddenly begin swell syberberg keep cast moving pace take amfortas klingsor endless whatever happened film editing result physically exhausting watch viewer never spiritually transported impulse rush home play recording confirm wagner got right syberberg got wrong set decoration clever reminder wagner anti semitism ever viewer film prior knowledge wagner,0
hard believe directed fritz lang since mostly directed crime drama mystery movie cast includes robert young randolph scott dean jagger john carradine scott play outlaw try go straight leave old gang wind saving jagger life jagger work western union telegraph company plan telegraph west jagger hire lot men make sure done worry indian attack bandit scott charge men young telegraph expert shoot gun ride scott meet old gang want stop scott tell anyone pretty good western lang directed western,1
ever said movie redeeming feature whatsoever answer yes one helming appalling house dead director uwe boll cast less talented eye towards yet another video game adaptation guy get anyone understand block capital video game make good movie acting best sub standard set design special effect poor unlike video game scary moment movie atmosphere impending doom sense danger menace pacing plotting confused paper script printed would better used toilet paper main culprit director uwe boll us camera grace skill monkey using paintbrush hackneyed zoom swoop pan spliced whole dreary affair unpredictable moment leaving audience disorientated bored guy ever let near movie set first place must stand one modern cinema greatest secret avoid cost,0
ok first steve irwin rest peace loved many fan movie movie crocodile hunter tv program bad acting bad script bad directing steve capturing teaching u animal entertaining animal seeker specialist million miss whole movie idea big mistake plot broken almost non existent casting horrible acting even worth elementary school level actor direction must faulted well get half way decent performance actor matter bad script must good first place could written better script wish never see movie course watched son friend insisted upon seeing instead scooby doo live action son discriminating liked movie alright still never asked see want fond memory steve irwin buy series dvd avoid movie like plague steve know want remembered movie respect avoid movie,0
like end day movie like b movie hoping would like movie br br could ignore poor effect often atrocious music cringe inducing line could ignore unexplained event fact movie constantly relies deus ex machina excusable given subject matter could ignore fact people fight hunger try reach world peace bad guy none thing kill movie kill movie plain simple boring nothing actually happens almost scene movie designed push movie creator moral viewer cost actually coherent story kind suspense br br looking entertaining b movie look elsewhere movie boring,0
bonnie clyde thelma louise fine road movie set two main character gently easily viewer learn underlying tension quickly tribute director young french english speaking son want well france french girlfriend drink alcohol party young men moroccan arabic french speaking father devoutly follows muslim faith generosity wisdom elder reject new culture surrounding like mobile phone film could explore powerful politics odd couple drive thru former yugoslavia thru turkey thru middle east get mecca area muslim population involved war repression ethnic cleansing dictator pursued torture summary execution hold power religious community constant deadly battle yet film move thru place possibility hint agenda relationship two key film faith politics backdrop seems saying human need understand care order manage well world certainly natural born killer better,1
gritty presentation decay family value human dignity wake soviet communism vasili pichul film little vera landmark film modern russian cinema pichul brutal drama mark strong departure image sanitized idealism promoted soviet time aleksandrov circus brashly moving social chaos time public spotlight contemporary ukrainian setting intensifies effect first immediacy film time period second utilization locale struggling identity lieu soviet system also nation distinct russian idiom dominated u r br br vera film title character protagonist rebellious adolescent girl dysfunctional family including hard drinking father mother care worn rejecting would beau andrei vera begin destructive primarily sexual relationship college student named sergei despite parent dislike lazy sergei despite sergei rude contempt parent move cramped apartment tension escalate vera father drunkenly stab sergei vera must decide stay loyal intolerable family testifying father acted self defense continue support defend ever detached sergei br br unbearable almost every imaginable way little vera masterfully capture communicates inescapable void left social life collapse communism sexual aggressiveness film first film show explicit sex combined unrelenting presentation social reality marked distinction socialist realism demanded stalin effectively confronted condition former soviet life interesting however public reception many wrote hate mail director star film wildly popular double edged nature film social criticism emerges done correctly film make audience uncomfortable easy solution present viewer hate film filmmaker bringing issue many film come mind somewhat comparable regard larry clark kid harmony korine gummo even popular movie john hughes breakfast club br br recommend film viewer prospect nearly two hour excruciating domestic conflict social miasma overly daunting film absolutely beautiful incredibly challenging despite difficulty watching film moment within profoundly beautiful course socio historic cultural significance film cannot overlooked fact operate even assertive reason watching film,1
actually finished film may say case right review especially negatively stopped account watch anymore got halfway got promising something good around corner film tiresome lackluster actually insulted read many review sure homosexual teen suffered homosexual go similar revelation day dream issue etc etc maybe two moment actually felt film could go somewhere felt may inkling meaning relativity hope dashed moment next set cliché ridden narration came mean look quote imdb page unfortunately able hear scratchy play back echo ey fade read quote painful ridiculous stupid miss give film three star three star go film cinematographer fantastic job attempting transform archer tired concept something watchable mind pray one decided include long shot tv closeup another unnecessary cliché already done film korine gummo think extremely fitting film premiered sundance archer connection festival via volunteer work way sundance seems one festival cliché heavy drivel like still accepted arthouse art house afraid plain house watch,0
one episode one indisputable error storytelling handling ralphie situation christopher state heard pie death fire accident important detail context quite obvious christopher know beginning tony one must killed ralphie however way chris could heard accident told time torn delirium tony call nobody else informed tony know make even worse hearing christopher talk pie death could therefore lead tony conclusion chris set fire given impressively elaborate writing process told writer dvd really wonder none realized problem story work way unnecessary add huge fan soprano otherwise certainly care,0
watched film time never really liked fan termed nu horror dismissed account found little sleazy think thing irks hammer sexploitation aspect sex mind sexploitation surprised many people rated film highly another look creepy atmosphere bit omigod look bad stupid london prostitute woman little innocent anna get raped yet another nasty man ooherh suppose ultimately film depth whatsoever bunch nasty priggish men woman titillation value doubt degree victorian england like set even clunky dull impart sense victorian menace roger corman horror hand style atmosphere elegant horror exploitative flat footed trash,0
every long movie come along awful feel compelled warn people labor day save one soul watching movie great joy br br begin discussion pain starter musical montage every five minute character development every character stereotype swearing guy fat guy eats donut goofy foreign guy etc script felt written movie shot production value incredibly low felt like watching junior high video presentation director producer etc ever even seen movie halestorm getting worse worse every new entry concept movie sounded funny could go wrong gary coleman handful somewhat legitimate actor trust say thing went wrong wrong,0
falcon snowman superb example anti film many film decade general lacked substance film pure substance nothing stylish fake superfluous boast two superb performance timothy hutton sean penn lifelong friend christopher boyce daulton lee respectively hutton penn tom cruise triumvirate early actor looked headed much bigger better thing starred tap penn cruise popularity soared hutton largely forgotten shame actually hutton first win oscar supporting role ordinary people think performance movie even outstanding br br hutton really capture post vietnam war rebelliousness character chris boyce failed seminary school student chris love hate relationship father well played great character actor pat hingle scene chris quote poem father thought long forgotten particularly powerful one br br chris get job dept defense us hatred u gov foreign policy sell seemingly useless plan old project soviet get buddy daulton hyper drug dealing self server courier project plan microfilm chris based belief daulton strictly money soviet liaison excellently played david suchet penn suchet real quirky chemistry kind funny set exchange make mistake film anything serious character study pessimism malaise paranoia mistrust br br lead make film hutton delivers brilliantly understated performance chris rather smart young man much potential penn usual tremendous characterization daulton pathetic loser act think time think ending fact based film saddening several level truly powerful character study,1
want state first christian work film tv industry understand like work feature length film prop filmmaker regard positive uplifting message true nature life fallen world thing always work even follower christ glad others overwhelmingly positive reaction overt christian message execution film fell face movie life dy story one dimensional stereotype exposition aplenty spontaneous change character behavior inexplicably say least believe film club head message get point across sure kendrick bros improve time storytelling method well maybe could direct someone else screenplay next project br br sport film exactly first love good one hoosier field dream etc inspire multitude way would interested pg rated film inspires give steven soderbergh king hill look truth god truth,0
watched film shire joy br br possibly one best film time timeless value get much amazing part moving funny great br br aspect spot portrayal story perfect every detail genuine even small irish subtlety covered br br use low high shot give two great view cristy look br br daniel day lewis performance incredible never seen actor ever really amazing br br great watch flow well probably closest thing yo get real life experience love br br seen see doubt something,1
recently saw movie international business class expecting anything another boring documentary say love documentary hard bad luck movie class imagine surprise movie actually movie came br br film tell cultural difference work place need cooperate get anywhere culture clash show different world differently perceive someone come along give u wake call would highly recommend film anyone business want laugh yes funny br br well cheer,1
movie lack everything except bobby deol standard mediocre one movie come close act single scene kangana complete fake acting br br great anupam kher guest appearance better minute bobby whole movie music nt compliment movie br br well contrast music bobby upen highlighted well great concept gone completely wrong movie nt proper ending please waste time movie,0
quality likely remember viewing big knife claustrophobic pacing sacrificed uniform texture dialog talky extreme modern viewer feel every point made movie still move viewer favor change scenery inert min mark sure watched two slow hour beleaguered response good god going feel like odets paid word br br good place note decline drama high point conceit laden project actual filmic merit rediscovered vanish get show offy conventional emotional outburst steiger lupino et al camera move pre arranged meet practiced blocking due rise method regrettable trend sacrificing every merit film grant actor selfish wish great acting ho hum killed thought movie br br jack palance forehead pompadour retract thrust forward every time reacts something disturbing br br awfully boring stuff,0
attack force horrendous title almost certainly judged awful cover film horrible mish mash plot line choppy mess horribly stagnated pace make film hard watch start finish managed proud fan seagal work mostly old day painful see star tripe true seagal last half dozen movie sucked lot least redeeming feature attack force mess conception delivery film undergone many change alien plot line current one highly addictive super drug unleashed romanian film several setting none romanian look like romania romania populace film tacked together little regard whatever state original shooting script plot hole loose end abound film sure problem seagal last film well never result boring whole plot line water supply poisoned ctx drug cool name never resolved br br course recent year plot main draw seagal canon big onus department especially action regard action though department poor direction poor perhaps better put made look poor know director michael keusch originally intended film finishing job shoot stunt man tom delmar editing coherent auteur vision completely lost best way describe film shop cinematography dull nearly inducing sleep droning score sounding like produced cheapest cheap synthesizer nothing excite matter cast poor unable salvage anything seagal look bored beyond recognition dubbed much picture clearly plot point changed look tired overweight lethargic unlike looked previous picture remarkable aforementioned key complaint seagal recent picture redeemable cast member adam croasdell one villain slimy brit routine seems throwback alien plot line playing inhuman seems like cross body snatcher vampire ditto lead villain played hot chick appears occasion seemingly waiting husband dracula br br finally action well poor poorly conceived poorly shot much either even less featuring seagal stevo really bring stunt double little even lengthy repetitive boring action scene hour mark inter cut occasionally little flash seagal stand clearly seagal scene shot wanted feature action scene seagal eventually appears person shoot two guy head seagal producer credit script credit understand film altered behind back current state seagal apparently working people castel studio continue deliver horrifically sub nu image saying something material br br overall one avoid seagal fan seagal fan also safe knowledge big man probably want anything bad unfortunately next film already shot people promise even worse,0
jean seduces young gardener sole purpose annoying husband little realise explosive drama follow br br short scenario waste word frame brief interlude day dysfunctional family life father mother son linked way gardener fact make script intriguing br br short film production every bit professional major work casting ideal br br wonderful little film guarantee laugh beginning end,1
haunting film boast really creepy house good effect work sound work cast seems believe everything around real house scene make jump sinister aspect went hill house past found interesting genuinely creepy moment film liked way ghost manifested sheet curtain house jerry goldsmith score gave right atmosphere sound design voice popping around wish could happened something little intense jan de bont pg rating contend think held back little much poltergeist scared silly saw many year ago still hold haunting could used scene pure terror ending little anticlimactic overall enjoyed acting good moment make jump wish scared,1
spoiler fifth paragraph amazingly frank uh huh uh huh picture otto preminger carlyle production took chance making motion picture association america balked certifying film openly show junky jabbing syringe full heroin arm frank sinatra took chance playing addicted musician falling flat face role required least twice much acting ever done gamble paid movie classic though perfect br br nelson algren novel may great far much going fit comfortably two hour movie man golden arm minute often feel much longer however opinion frankie machine sinatra make film character sub plot involving frankie ultimately frankie addiction everyone everything seems dependent feel keenly pressure get much drum start pounding soundtrack frankie step across street well dressed friend louie br br exaggeration say frank sinatra music career ever really doldrums early limbo day touring big band la vega era eternity established serious actor career singer rebounded well man golden arm still significant challenge whole show sink swim performance pull skill several minute time forgot watching frank sinatra must known junky musician exploited knowledge utmost br br set side side billy wilder masterpiece lost weekend emphasis sociological cause addiction man golden arm whereas birnem ray milland lost weekend seems struggle mostly frankie machine beset external force take refuge needle neither approach wholly right wrong mostly addiction impossible fully explain seems like film might benefited little insight frankie internal struggle br br spoiler one problem film clichéd reliance quitting cold turkey realize man golden arm probably setting trend rather following make better beginning movie frankie appearance kicked habit help doctor treatment facility sort naturally drama film requires backslide found american ideal man face problem alone maybe help good woman place going cold turkey riding sunset kim novak seemed unrealistic end lost weekend similar opinion little less rosy,1
ridiculous comedy given arm flailing direction love one comment made today well neither could philadelphia story without car chase two nonetheless mean picture worse wear old fashioned think susan slept good generation fester peacefully memory debbie reynolds buff sparkle story screenwriter latch onto much younger girl script research dick powell make farewell screen appearance must embarrassment reynolds pallid produced one harriet parson give famous mother louella number inane plug,0
normally take time make comment people read movie see however case feel must warn might consider wasting time finished watching five minute ago quite simply one worst movie ever seen life acting horrible plot nonexistent production value poverty level best know even low budget movie great one thing could saved movie horror fan purpose screen gore slashing grand total three time occurs screen effective reasonably disturbing happens especially end scene simply enough movie long minimal content dialogue heavy consequently almost impossible watch happens put nutshell room spare three teenage girl irresponsibly knowingly go driving isolated area girl previously abducted murdered car course break taken old boring house inhabited three crazy people one psychotic killer three eventually murdered one one screen seems like eternity boring slow paced nonsense said thing worth watching even murder please buy rent fooled like misleading box art movie description save money time,0
talk ending film talk plot dude named gerald break engagement kitty run craven castle scotland several month kitty aunt venture scottland arriving craven castle kitty find gerald aged grown meaner gerald certain rule castle rule year gerald want stay kitty insist staying making excuse one night aunt catch glimpse monster running across hall scare much faint another excuse must stay longer kitty becomes worried gerald try go maze gerald catch even meaner kitty sends reinforcement call doctor actually friend wide make thing look suspicious invite couple friend really anything blah blah blah kitty aunt end maze suspense story somehow get separated try find aunt stumble upon creature moment waiting creature lurking shadow giant frog omg better seeing aunt frog literally go crazy run oops mean hop stair top castle frog leap open window go shot ground see frog gall towards u oh yeah movie want know funny frog fall window actually toy size frog take leap revealed evolution fault blah blah kitty gerald get married last shot masterpiece grave frog maze place ever really happy,1
enjoyed previous ittenbach movie seen burning moon movie rather grim nasty premutos seems mostly play laugh admirable ittenbach made movie money spare time dvd documentary worthwhile see found constantly battling fast forward next gore scene sure gore want go ahead enjoy warned inordinate amount lame comedy tedious story exposition many comparing peter jackson movie especially braindead looking jackson similar budget bad taste clear ittenbach lacking one thing jackson talent pretty good plentiful gore effect getting limited resource worth money paid,0
started good sketch comedy first show good looking forward long run really funny mariah carey imitation take beverly hill featuring hair fight delta burke v william conrad heavy weight battle also good unfortunately following show went downhill relatively quickly writing became uninspired oh predictable show acquired cult following young tenure nothing fresh offered recurring skit boring one example gun family whatever called became weekly feature sketch funny begin let alone regular feature example quick promising start sudden fall,0
doug mcclure starred british produced genre adventure one got worst lot know land time forgot critic please least movie featured location filming relatively good production value problem movie production value go way beyond bad good affectionate territory become bad think go see channel br br one case point first scene featuring intrepid cushing mcclure encountering monster painfully obvious monster average sized man dressed rubber monster made look twenty foot tall via overblown back projection becomes even painfully obvious hero trying escape monster running spot mentioned one convincing set piece really look like filmed somebody living room spare change left year doctor budget even former doctor peter cushing bland amusing line mesmerise british delivered flat way similar line spoken cushing horror express script devoid characterisation plotting memorable dialogue fact dialogue unmemorable also infrequent rare since monster speak better chief bad guy humanoid like warlord atlantis could explain plot anyone know plot actually br br tedious british movie even twin talent caroline munro save whole mood movie summed final sequence featuring two keystone cop,0
movie three year working hollywood bette davis finally got role claimed put force reckoned mildred rogers davis burst forth completely unsympathetic role slutty waitress becomes target leslie howard affection already eager sink teeth role like qualm awful thing character meant throughout course film awful transformation would undergo also widely noted performance one thing make slightly uneven movie watchable one remember even two remake scene rip howard made cinema history br br circa minute story move nice pace telling story philip carey howard life cross destructive mildred rogers br br howard davis chemistry non existent davis sustained interview much later life personally care much howard iciness towards helped act even worse character towards mildred two seem awkward one another scene together remain stiff salvaged ferocious acidity davis brings line nervous presence cromwell direction certain stiltedness fails come time try fill space whenever davis dissolve montage indicating passing time calendar superimposed changing france dee much style back technicality complicated camera angle came essence visual story simplified bare essential translation somerset maugham novel saying lot since page human bondage would indeed hard film even br br storywise feel philip carey may something glutton punishment since discernible sexual attraction mildred compound mildred never hide displeasure get go howard performance never seems go much external emotion eye constantly sad expression never veers far away lost could almost distant cousin william hurt accidental tourist dejected hurt absolutely passive possibly part character reason fails see woman played kay johnson france dee making vulnerable unrequited affection interestingly johnson norah realizes carey never fall one sum story observation people bound people bound carey carey bound mildred mildred bound miller men fit role provider short memorable scene one hold essence story moral,1
great movie laughing time well austria get along german bavarian kind humor guess movie make sense watching german native speaker stefan erkan talking new kind turkish german accent became really popular country ger aut course stupid every comedy personal humor decide whether thumb,1
foot long giant mutant squid five tentacle razor fang ability reproduce cell terrorizes small florida town various marine biologist doctor cop plot kill meanwhile human monster named miller offs people discover devilfish manmade creation used greedy benefit evil doctor miller attack female researcher strangles drowns bathtub toss hairdryer rip panty dead body br br lot false alarm set hero peter stella janet bob set high tech high tech anyway seaquarium boat catch creature frequently seen close hilariously obvious speeded film seem menacing fire destroy lead flamethrower armed posse v aquatic beast finale br br jaw cash pretty tame legless corpse decapitation watchable benefit excellent antony barrymore score decent monster design luigi cozzi sergio martino wrote original story br br score,0
man named jerry come possession ancient aztec doll however creepy little figure possessed evil spirit take jerry body push spill blood seen two horror movie dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint either plot slow moving effective human goo effect little bit gore scene female tabloid reporter attacked arm come ripping mattress hoot liked low budget horror movie horror genre,1
indian burial ground three word appear anywhere real estate listing look different neighborhood young couple young daughter toddler age son move maine house adjacent pet cemetery l ng hike ancient indian burial ground seems indian ground bring fido fluffy back dead mind raving hell beast pet dead people mind homicidal zombie around house br br throw busy two lane blacktop speeding big rig well meaning somewhat dim old neighbor one kid really get enough supervision think figure happens top illogical mess fairness offer scare br br well worse stephen king adaptation maximum overdrive king also directed far better one salem lot dead zone version shining,0
go many heist comedy might care one actor made first saw year later almost similar happening even though obviously much less serious comedy one mafia figure take kidnapping rather turn different direction altogether course raquel welch play kind sharp character faye dunaway happening make sexist film either practically playing stock character almost version moll completely biased among first film ever saw time saw turn around without seeing poster luckily think robert wagner really right neither thoroughly likable dis likable leader group edward g robinson naturally vittoria de sica godfrey cambridge actor always managed funny,1
ambushed ordinary action flick much bad ordinary one man walk toward another machine gun blazing man fire one round fell man greater fire power without much nick hail lead raining guess one good guy duh ambushed good action flick good drama good movie ambushed fails level cast b movie veteran mechanically going motion almost though know making real loser recommended anyone br br,0
set near poor working class town mountain rural italy story madness landscape may quite picturesque madness herein concealed behind mask person seems outwardly normal person kill little child br br style tone film resembles dario argento famous italian giallos fascinating whodunit horror film except argento film much better looking still visuals fulci torture duckling competent interesting composition lighting lightning thunder rainy night enhances suspense one sequence wherein one duckling vulnerably alone br br one sequence gore bit overdone slasher film legitimate theme undergirds story theme madness take many unexpected form obvious delusion people practice voodoo black magic br br plenty red herring render puzzle solution difficult viewer assume agenda part director dismiss someone might seem suspect twist near end provides good misdirection however one scene midway line dialogue could added clarify relationship two character one murderer film finale take place beautiful mountaintop wind whistling background see flashback clue get insight killer mindset br br care film widescreen projection background music effective range jarringly creepy beginning low key jazz indigenous italian song acting generally average though couple case bit overdone br br though visually brilliant argento giallos torture duckling nevertheless fine film one contains thematic storyline enough whodunit puzzle interest viewer like thriller murder mystery,1
